scenario_id,target_name,total_pair_proxy_score,target_true,score__ao_ao,score__ao_mo,score__zddp_detergent,score__zn_dispersant,score__antiwear_ca_mg
train_110,viscosity,6.093275035993429,775.51,0.0,0.012568775564432144,6.92059111315757e-05,6.060357958078384,0.02027909643948078
train_107,viscosity,5.693262806162238,1763.34,0.0,5.664041996002197,0.029220810160040855,0.0,0.0
train_118,viscosity,5.693262806162238,754.93,0.0,5.664041996002197,0.029220810160040855,0.0,0.0
train_101,viscosity,5.596002900565509,241.52,0.004859916400164366,0.0,0.013852162344846874,5.259574342519045,0.31771647930145264
train_90,viscosity,5.442106842063367,519.21,0.0,0.07160156220197678,5.370505279861391,0.0,0.0
train_109,viscosity,5.20107001976794,178.68,0.0,0.0062841447070240974,6.009338176227175e-05,5.17241045832634,0.02231532335281372
train_100,viscosity,5.005419554305263,157.99,0.003631132422015071,0.0,0.005616201902739704,4.684628576505929,0.31154364347457886
train_55,viscosity,4.492997043933428,-9.39,4.348875518189743e-05,0.00019644199346657842,0.0008399500511586666,0.0,4.491917163133621
train_54,viscosity,4.401628766387148,-9.59,5.051867265137844e-05,0.00023028902796795592,0.000958943011937663,0.0,4.400389015674591
train_117,viscosity,4.372667208313942,482.89,0.0,4.339372158050537,0.033295050263404846,0.0,0.0
train_106,viscosity,4.372667208313942,861.54,0.0,4.339372158050537,0.033295050263404846,0.0,0.0
train_52,viscosity,4.328237337194878,-10.35,5.682457776856609e-05,0.00025903445202857256,0.0008817595371510834,0.0,4.32703971862793
train_53,viscosity,4.302600575265387,-10.17,5.891983528272249e-05,0.0002685856306925416,0.0012282480602152646,0.0,4.301044821739197
train_32,viscosity,4.2677682809880935,-9.77,0.00043095776345580816,0.0,0.0012584338546730578,0.0,4.266078889369965
train_33,viscosity,4.2677682809880935,-9.77,0.00043095776345580816,0.0,0.0012584338546730578,0.0,4.266078889369965
train_34,viscosity,4.2677682809880935,-9.77,0.00043095776345580816,0.0,0.0012584338546730578,0.0,4.266078889369965
train_102,viscosity,4.185883921571076,552.67,0.0,0.9907076954841614,3.1951762260869145,0.0,0.0
train_43,viscosity,4.151479772117455,-7.86,0.0007059703930281103,0.0,0.0019762300653383136,0.0,4.148797571659088
train_42,viscosity,4.116451392066665,-4.77,0.000699927972164005,0.0,0.0019077250617556274,0.0,4.113843739032745
