scenario_id,target_name,total_pair_proxy_score,target_true,score__ao_ao,score__ao_mo,score__zddp_detergent,score__zn_dispersant,score__antiwear_ca_mg
train_12,oxidation,6.221158981323242,83.37,0.0,0.0,6.221158981323242,0.0,0.0
train_17,oxidation,5.067931175231934,76.37,0.0,0.0,5.067931175231934,0.0,0.0
train_167,oxidation,4.9894609451293945,41.93,0.0,0.0,4.9894609451293945,0.0,0.0
train_146,oxidation,4.5699872970581055,65.64,0.0,0.0,4.5699872970581055,0.0,0.0
train_162,oxidation,3.8862245082855225,70.33,0.0,0.0,3.8862245082855225,0.0,0.0
train_163,oxidation,3.8740763664245605,76.57,0.0,0.0,3.8740763664245605,0.0,0.0
train_164,oxidation,3.8740763664245605,127.51,0.0,0.0,3.8740763664245605,0.0,0.0
train_93,oxidation,3.5196505340281874,89.03,0.0,0.026872187852859497,0.0329956169007346,0.1926161147421226,3.2671666145324707
train_122,oxidation,3.0533976713195443,69.1,0.05694156885147095,0.023772123269736767,0.41926354728639126,0.4438725784420967,2.1095478534698486
train_123,oxidation,3.019087264779955,65.59,0.056565262377262115,0.02361502731218934,0.41305832751095295,0.3495297636836767,2.176318883895874
train_124,oxidation,2.9941004049032927,79.18,0.05911412462592125,0.024679127149283886,0.3167720688506961,0.4624096341431141,2.1311254501342773
train_140,oxidation,2.6250069818925112,122.71,0.054030608385801315,0.013388198334723711,0.21599210612475872,0.4308060428593308,1.9107900261878967
train_141,oxidation,2.6250069818925112,134.08,0.054030608385801315,0.013388198334723711,0.21599210612475872,0.4308060428593308,1.9107900261878967
train_139,oxidation,2.6250069818925112,134.0,0.054030608385801315,0.013388198334723711,0.21599210612475872,0.4308060428593308,1.9107900261878967
train_126,oxidation,2.504698293749243,85.72,0.5044924020767212,0.0967717170715332,0.17554359044879675,0.2391074630431831,1.4887831211090088
train_127,oxidation,2.476039177272469,24.4,0.543194591999054,0.104835145175457,0.14716076478362083,0.20988114411011338,1.4709675312042236
train_125,oxidation,2.4118848461657763,148.95,0.23933860659599304,0.034301948733627796,0.3306383192539215,0.3716817991808057,1.4359241724014282
train_51,oxidation,1.9412729945033789,86.06,1.8819957971572876,0.0,0.05927719734609127,0.0,0.0
train_20,oxidation,1.9275726899504662,97.66,0.04692449793219566,0.0,0.2145939413458109,0.0,1.6660542506724596
train_50,oxidation,1.6766213420778513,66.03,1.5802806615829468,0.0,0.09634068049490452,0.0,0.0
train_14,oxidation,1.675258899340406,76.38,1.5982304811477661,0.0,0.05104236234910786,0.025986055843532085,0.0
train_111,oxidation,1.2410884387791157,8.58,0.0,0.15703155100345612,0.03936518728733063,0.680052537471056,0.36463916301727295
train_75,oxidation,1.182096696458757,22.0,0.6631884574890137,0.4022609665989876,0.0357787748798728,0.08086849749088287,0.0
train_74,oxidation,1.1203609758522362,12.4,0.8102158308029175,0.1942204125225544,0.004404471488669515,0.044237994123250246,0.06728226691484451
train_21,oxidation,1.0806911624968052,66.79,0.04001912847161293,0.05458790995180607,0.0801053112372756,0.0,0.9059788128361106
train_77,oxidation,1.0387687399052083,18.32,0.5398188233375549,0.3273112513124943,0.01982335513457656,0.08397237211465836,0.06784293800592422
train_76,oxidation,1.022345476783812,17.71,0.5264602303504944,0.3193279057741165,0.028402364812791348,0.08194348402321339,0.06621149182319641
train_103,oxidation,0.9883771575987339,10.6,0.0,0.20620456337928772,0.7821725942194462,0.0,0.0
train_142,oxidation,0.9375765563454479,93.48,0.10378789156675339,0.0,0.03640453307889402,0.18017177656292915,0.6172123551368713
