scenario_id,target_name,pair_type,component_i,component_j,family_i,family_j,batch_i,batch_j,proxy_score,gate,attention,pair_strength,target_true
train_110,viscosity,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,5.939451217651367,0.943015456199646,0.9574010968208313,6.578601837158203,775.51
train_107,viscosity,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,5.664041996002197,0.9221515655517578,0.9912641048431396,6.196333408355713,1763.34
train_118,viscosity,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,5.664041996002197,0.9221515655517578,0.9912641048431396,6.196333408355713,754.93
train_90,viscosity,zddp_detergent,Детергент_7,Противоизносная_присадка_7,Детергент,Противоизносная,03229.24,02359.22,5.3634772300720215,0.9903712868690491,0.9002853631973267,6.015451431274414,519.21
train_101,viscosity,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,5.167855262756348,0.9172171950340271,0.8909823894500732,6.323667526245117,241.52
train_109,viscosity,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,5.109884738922119,0.9155910611152649,0.9629490971565247,5.795704364776611,178.68
train_100,viscosity,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,4.6585893630981445,0.8921895623207092,0.8983067274093628,5.812629222869873,157.99
train_106,viscosity,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,4.339372158050537,0.8814646005630493,0.9865017533302307,4.99027156829834,861.54
train_117,viscosity,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,4.339372158050537,0.8814646005630493,0.9865017533302307,4.99027156829834,482.89
train_55,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_10,Базовое,Противоизносная,01939.22,02028.22,4.10534143447876,0.8879359364509583,0.9001374244689941,5.136399745941162,-9.39
train_15,viscosity,ao_ao,Антиоксидант_13,Антиоксидант_7,Антиоксидант,Антиоксидант,02993.24,п.EQ2023082507,3.992973566055298,0.883014440536499,0.9375407695770264,4.823235511779785,-29.38
train_16,viscosity,ao_ao,Антиоксидант_13,Антиоксидант_7,Антиоксидант,Антиоксидант,02993.24,п.EQ2023082507,3.9774868488311768,0.8770659565925598,0.9400354027748108,4.824277877807617,-31.38
train_54,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_10,Базовое,Противоизносная,01939.22,02028.22,3.953900098800659,0.8679675459861755,0.8846085071563721,5.149571418762207,-9.59
train_52,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_10,Базовое,Противоизносная,01939.22,02028.22,3.8248186111450195,0.8567116856575012,0.8703166246414185,5.129781723022461,-10.35
train_53,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_10,Базовое,Противоизносная,01939.22,02028.22,3.7803056240081787,0.8531666994094849,0.8654091954231262,5.120018482208252,-10.17
train_89,viscosity,zddp_detergent,Детергент_7,Противоизносная_присадка_7,Детергент,Противоизносная,03229.24,02359.22,3.5321967601776123,0.9455515146255493,0.9301475882530212,4.016130447387695,-17.16
train_91,viscosity,zddp_detergent,Детергент_7,Противоизносная_присадка_7,Детергент,Противоизносная,03229.24,02359.22,3.5321967601776123,0.9455515146255493,0.9301475882530212,4.016130447387695,-25.0
train_102,viscosity,zddp_detergent,Детергент_7,Противоизносная_присадка_5,Детергент,Противоизносная,03229.24,02975.22,3.1873438358306885,0.983985960483551,0.7087357640266418,4.570415496826172,552.67
train_92,viscosity,zddp_detergent,Детергент_7,Противоизносная_присадка_7,Детергент,Противоизносная,03229.24,02359.22,3.046790361404419,0.9455515146255493,0.8023236393928528,4.016130447387695,-20.71
train_13,viscosity,zddp_detergent,Детергент_1,Противоизносная_присадка_23,Детергент,Противоизносная,03052.24,048,3.0124194622039795,0.8547982573509216,1.0,3.5241291522979736,-31.73
train_120,viscosity,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,2.978163003921509,0.7526313662528992,0.8769535422325134,4.512212753295898,78.94
train_121,viscosity,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,2.9640510082244873,0.753500759601593,0.817831814289093,4.809921741485596,47.13
train_146,viscosity,zddp_detergent,Детергент_1,Противоизносная_присадка_16,Детергент,Противоизносная,03052.24,из ЦП 21.03.23,2.933568239212036,0.8525557518005371,1.0,3.440910816192627,13.93
train_112,viscosity,zn_dispersant,Дисперсант_3,Противоизносная_присадка_5,Дисперсант,Противоизносная,01030.23,02975.22,2.833617925643921,0.9232158660888672,0.7969589829444885,3.8512532711029053,65.88
train_158,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_2,Базовое,Противоизносная,0766.24,01026.23,2.786625385284424,0.8485897183418274,0.8365141153335571,3.9256136417388916,36.63
train_113,viscosity,zn_dispersant,Дисперсант_3,Противоизносная_присадка_5,Дисперсант,Противоизносная,01030.23,02975.22,2.7763302326202393,0.9500442147254944,0.8574936389923096,3.4079749584198,176.84
train_156,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_2,Базовое,Противоизносная,0766.24,01026.23,2.7691543102264404,0.8542503118515015,0.8389272689819336,3.8640053272247314,32.46
train_61,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_20,Базовое,Противоизносная,02598.22,02976.22,2.763977527618408,0.8755144476890564,0.6475898027420044,4.8749613761901855,-11.12
train_167,viscosity,zddp_detergent,Детергент_1,Противоизносная_присадка_7,Детергент,Противоизносная,01558.25,НовочебоксарскХП,2.722815990447998,0.8660458922386169,1.0,3.1439626216888428,-37.0
train_154,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_2,Базовое,Противоизносная,0766.24,01026.23,2.7064926624298096,0.8400770425796509,0.8444658517837524,3.8150973320007324,29.31
train_125,viscosity,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,2.6946890354156494,0.8688810467720032,0.57364821434021,5.406331539154053,64.3
train_93,viscosity,zn_dispersant,Дисперсант_3,Противоизносная_присадка_7,Дисперсант,Противоизносная,01030.23,02359.22,2.621530055999756,0.9605486989021301,0.49041080474853516,5.565131187438965,-21.91
train_138,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_1,Базовое,Противоизносная,03004.23,01296.23,2.6034250259399414,0.6659802794456482,0.8983168005943298,4.351652145385742,-26.8
train_67,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,0754/23,02958.22,2.5103137493133545,0.8216561675071716,0.7282896637916565,4.195017337799072,-9.08
train_60,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,02598.22,02958.22,2.490307569503784,0.8172410130500793,0.7177038788795471,4.2457804679870605,-11.57
train_103,viscosity,zddp_detergent,Детергент_7,Противоизносная_присадка_5,Детергент,Противоизносная,03229.24,02975.22,2.4799952507019043,0.7686880230903625,0.7317555546760559,4.408945560455322,10.67
train_57,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,02598.22,02958.22,2.473543405532837,0.8225793242454529,0.7111073732376099,4.228696823120117,-11.27
train_59,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,02598.22,02958.22,2.4413626194000244,0.7953473925590515,0.7212163209915161,4.2560811042785645,-11.63
train_58,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,02598.22,02958.22,2.4221036434173584,0.7911107540130615,0.7198936939239502,4.252918720245361,-10.34
train_56,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,02598.22,02958.22,2.383578300476074,0.7843238115310669,0.7157730460166931,4.245791435241699,-12.46
train_153,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_2,Базовое,Противоизносная,0766.24,01026.23,2.3634939193725586,0.6325299739837646,0.7848543524742126,4.760848045349121,10.77
train_63,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,02598.22,02958.22,2.358668327331543,0.7809196710586548,0.7132366895675659,4.234740734100342,-8.37
train_64,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,0754/23,02958.22,2.3266634941101074,0.7945349812507629,0.7124835848808289,4.110036373138428,-9.63
train_50,viscosity,ao_ao,Антиоксидант_7,Антиоксидант_8,Антиоксидант,Антиоксидант,п.EQ2023082507,COMP-2024-0009-M,2.3144590854644775,0.7772900462150574,0.8105466365814209,3.6735706329345703,-12.44
train_99,viscosity,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,2.301461935043335,0.7876087427139282,0.5989306569099426,4.878841876983643,62.3
train_145,viscosity,zddp_detergent,Детергент_1,Противоизносная_присадка_19,Детергент,Противоизносная,03052.24,03113.24,2.2776448726654053,0.704627513885498,1.0,3.232409715652466,3.74
train_111,viscosity,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,2.258667469024658,0.6218472719192505,0.9493220448493958,3.8260881900787354,12.98
train_62,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,02598.22,02958.22,2.235430955886841,0.8429547548294067,0.6432597637176514,4.122594356536865,-8.33
train_88,viscosity,ao_ao,Антиоксидант_1,Антиоксидант_2,Антиоксидант,Антиоксидант,01196.25 для SL,01623.24,2.231536865234375,0.8013617396354675,0.9820531010627747,2.835570812225342,399.59
train_66,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,0754/23,02958.22,2.2190959453582764,0.8470240831375122,0.6406964063644409,4.089102745056152,-9.86
train_65,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_1,Базовое,Противоизносная,01487.23,02958.22,2.2143044471740723,0.8452696204185486,0.643947422504425,4.068100452423096,-10.22
train_6,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_27,Базовое,Противоизносная,0886.24,01363.24,2.197575092315674,0.9063017964363098,0.4981822073459625,4.867238998413086,-17.83
train_159,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_2,Базовое,Противоизносная,0766.24,01026.23,2.1686649322509766,0.9078519940376282,0.8657931685447693,2.759073495864868,95.96
train_157,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_2,Базовое,Противоизносная,0766.24,01026.23,2.1495561599731445,0.9091412425041199,0.8659456968307495,2.730402946472168,79.9
train_130,viscosity,antiwear_ca_mg,Базовое_масло_5,Противоизносная_присадка_2,Базовое,Противоизносная,0767.24,01026.23,2.122654676437378,0.8535853028297424,0.7045645117759705,3.5294876098632812,15.22
