scenario_id,target_name,pair_type,full_residual_pred,ablated_residual_pred,signed_effect,pair_count
train_1,oxidation,ao_ao,-5.728935718536377,2.954155445098877,-8.683091163635254,1
train_1,oxidation,ao_mo,-5.728935718536377,-5.728935718536377,0.0,0
train_1,oxidation,zddp_detergent,-5.728935718536377,-8.8139066696167,3.0849709510803223,2
train_1,oxidation,zn_dispersant,-5.728935718536377,-5.728935718536377,0.0,0
train_1,oxidation,antiwear_ca_mg,-5.728935718536377,-5.700610160827637,-0.028325557708740234,1
train_2,oxidation,ao_ao,24.853370666503906,28.523326873779297,-3.6699562072753906,1
train_2,oxidation,ao_mo,24.853370666503906,24.853370666503906,0.0,0
train_2,oxidation,zddp_detergent,24.853370666503906,17.614370346069336,7.23900032043457,2
train_2,oxidation,zn_dispersant,24.853370666503906,24.853370666503906,0.0,0
train_2,oxidation,antiwear_ca_mg,24.853370666503906,26.614791870117188,-1.7614212036132812,1
train_3,oxidation,ao_ao,-0.5126159191131592,-0.015804564580321312,-0.49681135453283787,1
train_3,oxidation,ao_mo,-0.5126159191131592,-0.5126159191131592,0.0,0
train_3,oxidation,zddp_detergent,-0.5126159191131592,-3.632863998413086,3.1202480792999268,2
train_3,oxidation,zn_dispersant,-0.5126159191131592,-0.5126159191131592,0.0,0
train_3,oxidation,antiwear_ca_mg,-0.5126159191131592,2.238137722015381,-2.75075364112854,6
train_4,oxidation,ao_ao,-1.7105807065963745,-1.3421180248260498,-0.3684626817703247,1
train_4,oxidation,ao_mo,-1.7105807065963745,-1.7105807065963745,0.0,0
train_4,oxidation,zddp_detergent,-1.7105807065963745,-1.3519270420074463,-0.3586536645889282,2
train_4,oxidation,zn_dispersant,-1.7105807065963745,-1.7105807065963745,0.0,0
train_4,oxidation,antiwear_ca_mg,-1.7105807065963745,-1.7853628396987915,0.07478213310241699,6
train_5,oxidation,ao_ao,-3.289971113204956,-3.1159615516662598,-0.1740095615386963,1
train_5,oxidation,ao_mo,-3.289971113204956,-3.289971113204956,0.0,0
train_5,oxidation,zddp_detergent,-3.289971113204956,-2.76336932182312,-0.5266017913818359,2
train_5,oxidation,zn_dispersant,-3.289971113204956,-3.289971113204956,0.0,0
train_5,oxidation,antiwear_ca_mg,-3.289971113204956,-3.4587273597717285,0.16875624656677246,6
train_6,oxidation,ao_ao,-1.2922379970550537,-1.5723378658294678,0.28009986877441406,1
train_6,oxidation,ao_mo,-1.2922379970550537,-1.2922379970550537,0.0,0
train_6,oxidation,zddp_detergent,-1.2922379970550537,-0.704660177230835,-0.5875778198242188,2
train_6,oxidation,zn_dispersant,-1.2922379970550537,-1.2922379970550537,0.0,0
train_6,oxidation,antiwear_ca_mg,-1.2922379970550537,-0.8362401723861694,-0.4559978246688843,6
train_7,oxidation,ao_ao,-5.745906352996826,-6.173660755157471,0.42775440216064453,1
train_7,oxidation,ao_mo,-5.745906352996826,-5.745906352996826,0.0,0
train_7,oxidation,zddp_detergent,-5.745906352996826,-5.497982025146484,-0.2479243278503418,2
train_7,oxidation,zn_dispersant,-5.745906352996826,-5.745906352996826,0.0,0
train_7,oxidation,antiwear_ca_mg,-5.745906352996826,-4.912255764007568,-0.8336505889892578,6
train_8,oxidation,ao_ao,-2.0157697200775146,-2.192647695541382,0.1768779754638672,1
train_8,oxidation,ao_mo,-2.0157697200775146,-2.0157697200775146,0.0,0
train_8,oxidation,zddp_detergent,-2.0157697200775146,-1.6780914068222046,-0.33767831325531006,2
train_8,oxidation,zn_dispersant,-2.0157697200775146,-2.0157697200775146,0.0,0
train_8,oxidation,antiwear_ca_mg,-2.0157697200775146,-1.172133445739746,-0.8436362743377686,6
train_9,oxidation,ao_ao,-4.544993877410889,-4.2993340492248535,-0.24565982818603516,1
train_9,oxidation,ao_mo,-4.544993877410889,-4.544993877410889,0.0,0
train_9,oxidation,zddp_detergent,-4.544993877410889,-3.977412700653076,-0.5675811767578125,2
train_9,oxidation,zn_dispersant,-4.544993877410889,-4.544993877410889,0.0,0
train_9,oxidation,antiwear_ca_mg,-4.544993877410889,-4.766917705535889,0.221923828125,6
train_10,oxidation,ao_ao,34.70094299316406,52.15917205810547,-17.458229064941406,1
train_10,oxidation,ao_mo,34.70094299316406,34.70094299316406,0.0,0
