scenario_id,target_name,pair_type,full_residual_pred,ablated_residual_pred,signed_effect,pair_count
train_1,viscosity,ao_ao,4.218996524810791,6.655740737915039,-2.436744213104248,1
train_1,viscosity,ao_mo,4.218996524810791,4.218996524810791,0.0,0
train_1,viscosity,zddp_detergent,4.218996524810791,4.612753391265869,-0.3937568664550781,2
train_1,viscosity,zn_dispersant,4.218996524810791,4.218996524810791,0.0,0
train_1,viscosity,antiwear_ca_mg,4.218996524810791,-8.352954864501953,12.571951389312744,1
train_2,viscosity,ao_ao,9.873732566833496,13.101511001586914,-3.227778434753418,1
train_2,viscosity,ao_mo,9.873732566833496,9.873732566833496,0.0,0
train_2,viscosity,zddp_detergent,9.873732566833496,10.255630493164062,-0.3818979263305664,2
train_2,viscosity,zn_dispersant,9.873732566833496,9.873732566833496,0.0,0
train_2,viscosity,antiwear_ca_mg,9.873732566833496,-13.018783569335938,22.892516136169434,1
train_3,viscosity,ao_ao,-8.808032035827637,-8.876693725585938,0.06866168975830078,1
train_3,viscosity,ao_mo,-8.808032035827637,-8.808032035827637,0.0,0
train_3,viscosity,zddp_detergent,-8.808032035827637,-8.805770874023438,-0.0022611618041992188,2
train_3,viscosity,zn_dispersant,-8.808032035827637,-8.808032035827637,0.0,0
train_3,viscosity,antiwear_ca_mg,-8.808032035827637,-8.438386917114258,-0.3696451187133789,6
train_4,viscosity,ao_ao,-13.463418006896973,-13.561861038208008,0.09844303131103516,1
train_4,viscosity,ao_mo,-13.463418006896973,-13.463418006896973,0.0,0
train_4,viscosity,zddp_detergent,-13.463418006896973,-13.380045890808105,-0.08337211608886719,2
train_4,viscosity,zn_dispersant,-13.463418006896973,-13.463418006896973,0.0,0
train_4,viscosity,antiwear_ca_mg,-13.463418006896973,-13.165169715881348,-0.298248291015625,6
train_5,viscosity,ao_ao,-11.763927459716797,-11.885995864868164,0.12206840515136719,1
train_5,viscosity,ao_mo,-11.763927459716797,-11.763927459716797,0.0,0
train_5,viscosity,zddp_detergent,-11.763927459716797,-11.53807544708252,-0.22585201263427734,2
train_5,viscosity,zn_dispersant,-11.763927459716797,-11.763927459716797,0.0,0
train_5,viscosity,antiwear_ca_mg,-11.763927459716797,-11.1444673538208,-0.6194601058959961,6
train_6,viscosity,ao_ao,-12.024166107177734,-12.088417053222656,0.06425094604492188,1
train_6,viscosity,ao_mo,-12.024166107177734,-12.024166107177734,0.0,0
train_6,viscosity,zddp_detergent,-12.024166107177734,-11.783360481262207,-0.24080562591552734,2
train_6,viscosity,zn_dispersant,-12.024166107177734,-12.024166107177734,0.0,0
train_6,viscosity,antiwear_ca_mg,-12.024166107177734,-12.631500244140625,0.6073341369628906,6
train_7,viscosity,ao_ao,-12.461915016174316,-12.499964714050293,0.03804969787597656,1
train_7,viscosity,ao_mo,-12.461915016174316,-12.461915016174316,0.0,0
train_7,viscosity,zddp_detergent,-12.461915016174316,-12.036974906921387,-0.4249401092529297,2
train_7,viscosity,zn_dispersant,-12.461915016174316,-12.461915016174316,0.0,0
train_7,viscosity,antiwear_ca_mg,-12.461915016174316,-13.627031326293945,1.165116310119629,6
train_8,viscosity,ao_ao,-16.03725242614746,-16.16042709350586,0.12317466735839844,1
train_8,viscosity,ao_mo,-16.03725242614746,-16.03725242614746,0.0,0
train_8,viscosity,zddp_detergent,-16.03725242614746,-14.138381004333496,-1.8988714218139648,2
train_8,viscosity,zn_dispersant,-16.03725242614746,-16.03725242614746,0.0,0
train_8,viscosity,antiwear_ca_mg,-16.03725242614746,-11.769908905029297,-4.267343521118164,6
train_9,viscosity,ao_ao,-10.99937629699707,-11.073771476745605,0.07439517974853516,1
train_9,viscosity,ao_mo,-10.99937629699707,-10.99937629699707,0.0,0
train_9,viscosity,zddp_detergent,-10.99937629699707,-10.942935943603516,-0.05644035339355469,2
train_9,viscosity,zn_dispersant,-10.99937629699707,-10.99937629699707,0.0,0
train_9,viscosity,antiwear_ca_mg,-10.99937629699707,-10.829326629638672,-0.17004966735839844,6
train_10,viscosity,ao_ao,-8.709159851074219,-8.599681854248047,-0.10947799682617188,1
train_10,viscosity,ao_mo,-8.709159851074219,-8.709159851074219,0.0,0
train_10,viscosity,zddp_detergent,-8.709159851074219,-8.575207710266113,-0.13395214080810547,2
train_10,viscosity,zn_dispersant,-8.709159851074219,-8.709159851074219,0.0,0
train_10,viscosity,antiwear_ca_mg,-8.709159851074219,-8.965909957885742,0.25675010681152344,1
train_11,viscosity,ao_ao,-21.929231643676758,-21.929231643676758,0.0,0
train_11,viscosity,ao_mo,-21.929231643676758,-21.929231643676758,0.0,0
train_11,viscosity,zddp_detergent,-21.929231643676758,,,1
train_11,viscosity,zn_dispersant,-21.929231643676758,-21.929231643676758,0.0,0
train_11,viscosity,antiwear_ca_mg,-21.929231643676758,-21.929231643676758,0.0,0
train_12,viscosity,ao_ao,-27.098655700683594,-27.098655700683594,0.0,0
train_12,viscosity,ao_mo,-27.098655700683594,-27.098655700683594,0.0,0
train_12,viscosity,zddp_detergent,-27.098655700683594,,,1
train_12,viscosity,zn_dispersant,-27.098655700683594,-27.098655700683594,0.0,0
train_12,viscosity,antiwear_ca_mg,-27.098655700683594,-27.098655700683594,0.0,0
train_13,viscosity,ao_ao,-28.025596618652344,-28.025596618652344,0.0,0
train_13,viscosity,ao_mo,-28.025596618652344,-28.025596618652344,0.0,0
train_13,viscosity,zddp_detergent,-28.025596618652344,,,1
train_13,viscosity,zn_dispersant,-28.025596618652344,-28.025596618652344,0.0,0
train_13,viscosity,antiwear_ca_mg,-28.025596618652344,-28.025596618652344,0.0,0
train_14,viscosity,ao_ao,-24.944557189941406,-23.764028549194336,-1.1805286407470703,1
train_14,viscosity,ao_mo,-24.944557189941406,-24.944557189941406,0.0,0
train_14,viscosity,zddp_detergent,-24.944557189941406,-27.807918548583984,2.863361358642578,3
train_14,viscosity,zn_dispersant,-24.944557189941406,-1.7911126613616943,-23.153444528579712,2
train_14,viscosity,antiwear_ca_mg,-24.944557189941406,-24.944557189941406,0.0,0
train_15,viscosity,ao_ao,-32.05360412597656,-30.321544647216797,-1.7320594787597656,1
train_15,viscosity,ao_mo,-32.05360412597656,-32.05360412597656,0.0,0
train_15,viscosity,zddp_detergent,-32.05360412597656,-35.239871978759766,3.186267852783203,3
train_15,viscosity,zn_dispersant,-32.05360412597656,-7.5914306640625,-24.462173461914062,2
train_15,viscosity,antiwear_ca_mg,-32.05360412597656,-32.05360412597656,0.0,0
train_16,viscosity,ao_ao,-35.847843170166016,-34.020263671875,-1.8275794982910156,1
train_16,viscosity,ao_mo,-35.847843170166016,-35.847843170166016,0.0,0
train_16,viscosity,zddp_detergent,-35.847843170166016,-39.49436569213867,3.6465225219726562,3
train_16,viscosity,zn_dispersant,-35.847843170166016,-7.654415607452393,-28.193427562713623,2
train_16,viscosity,antiwear_ca_mg,-35.847843170166016,-35.847843170166016,0.0,0
train_17,viscosity,ao_ao,-26.11178207397461,-26.11178207397461,0.0,0
train_17,viscosity,ao_mo,-26.11178207397461,-26.11178207397461,0.0,0
train_17,viscosity,zddp_detergent,-26.11178207397461,,,1
train_17,viscosity,zn_dispersant,-26.11178207397461,-26.11178207397461,0.0,0
train_17,viscosity,antiwear_ca_mg,-26.11178207397461,-26.11178207397461,0.0,0
train_18,viscosity,ao_ao,-7.787599563598633,-8.032565116882324,0.2449655532836914,1
train_18,viscosity,ao_mo,-7.787599563598633,-7.787599563598633,0.0,0
train_18,viscosity,zddp_detergent,-7.787599563598633,-5.851085662841797,-1.936513900756836,2
train_18,viscosity,zn_dispersant,-7.787599563598633,-7.787599563598633,0.0,0
train_18,viscosity,antiwear_ca_mg,-7.787599563598633,-7.787599563598633,0.0,0
train_19,viscosity,ao_ao,-11.605755805969238,-12.117738723754883,0.5119829177856445,1
train_19,viscosity,ao_mo,-11.605755805969238,-11.605755805969238,0.0,0
train_19,viscosity,zddp_detergent,-11.605755805969238,-8.909732818603516,-2.6960229873657227,2
train_19,viscosity,zn_dispersant,-11.605755805969238,-11.605755805969238,0.0,0
train_19,viscosity,antiwear_ca_mg,-11.605755805969238,-11.605755805969238,0.0,0
train_20,viscosity,ao_ao,-6.5818772315979,-6.469517707824707,-0.11235952377319336,1
train_20,viscosity,ao_mo,-6.5818772315979,-6.5818772315979,0.0,0
train_20,viscosity,zddp_detergent,-6.5818772315979,-6.100013256072998,-0.48186397552490234,2
train_20,viscosity,zn_dispersant,-6.5818772315979,-6.5818772315979,0.0,0
train_20,viscosity,antiwear_ca_mg,-6.5818772315979,-9.253487586975098,2.6716103553771973,2
train_21,viscosity,ao_ao,-6.46442174911499,-6.426567554473877,-0.03785419464111328,1
train_21,viscosity,ao_mo,-6.46442174911499,-6.386020183563232,-0.07840156555175781,2
train_21,viscosity,zddp_detergent,-6.46442174911499,-6.358637809753418,-0.10578393936157227,2
train_21,viscosity,zn_dispersant,-6.46442174911499,-6.46442174911499,0.0,0
train_21,viscosity,antiwear_ca_mg,-6.46442174911499,-7.994636058807373,1.5302143096923828,2
train_22,viscosity,ao_ao,-2.0733160972595215,-2.0017037391662598,-0.07161235809326172,1
train_22,viscosity,ao_mo,-2.0733160972595215,-2.0733160972595215,0.0,0
train_22,viscosity,zddp_detergent,-2.0733160972595215,-0.9459038972854614,-1.12741219997406,2
